Athlete_unique_url,Athlete,Trigram,Country,Event,Gender,Sport,Gold,Silver,Bronze,Total,Participations
/olympics/athletes/aa/hans-aasnaes-1.html,"AasnAs,Hans",NOR,Norway,Summer,Male,Shooting,0,0,0,0,5
/olympics/athletes/aa/kjetil-andre-aamodt-1.html,"Aamodt,Kjetil AndrA",NOR,Norway,Winter,Male,Alpine Skiing,4,2,2,8,5
/olympics/athletes/ab/abdi-abdirahman-1.html,"Abdirahman,Abdi",USA,United States,Summer,Male,Athletics,0,0,0,0,4
/olympics/athletes/ab/anne-abernathy-1.html,"Abernathy,Anne",ISV,United States Virgin Islands,Winter,Female,Luge,0,0,0,0,5
/olympics/athletes/ab/carmine-abbagnale-1.html,"Abbagnale,Carmine",ITA,Italy,Summer,Male,Rowing,2,1,0,3,4
/olympics/athletes/ab/giuseppe-abbagnale-1.html,"Abbagnale,Giuseppe",ITA,Italy,Summer,Male,Rowing,2,1,0,3,4
/olympics/athletes/ab/julien-absalon-1.html,"Absalon,Julien",FRA,France,Summer,Male,Cycling,2,0,0,2,4
/olympics/athletes/ab/roger-abel-1.html,"Abel,Roger",MON,Monaco,Summer,Male,Shooting,0,0,0,0,4
/olympics/athletes/ab/shiny-abraham-wilson-1.html,"Abraham-Wilson,Shiny",IND,India,Summer,Female,Athletics,0,0,0,0,4
/olympics/athletes/ac/amy-acuff-1.html,"Acuff,Amy",USA,United States,Summer,Female,Athletics,0,0,0,0,5
/olympics/athletes/ac/paul-accola-1.html,"Accola,Paul",SUI,Switzerland,Winter,Male,Alpine Skiing,0,0,1,1,5
/olympics/athletes/ad/adrianinha-1.html,Adrianinha,BRA,Brazil,Summer,Female,Basketball,0,0,1,1,5
/olympics/athletes/ad/erik-adlerz-1.html,"Adlerz,Erik",SWE,Sweden,Summer,Male,Diving,2,1,0,3,4
/olympics/athletes/ad/james-addy-1.html,"Addy,James",GHA,Ghana,Summer,Male,Athletics,0,0,0,0,4
/olympics/athletes/ad/jenny-addams-1.html,"Addams,Jenny",BEL,Belgium,Summer,Female,Fencing,0,0,0,0,4
/olympics/athletes/ad/phil-adams-1.html,"Adams,Phil",AUS,Australia,Summer,Male,Shooting,0,0,0,0,4
/olympics/athletes/ad/valerie-adams-vili-1.html,"Adams-Vili,Valerie",NZL,New Zealand,Summer,Female,Athletics,2,1,0,3,4
/olympics/athletes/af/georgios-afroudakis-1.html,"Afroudakis,Georgios",GRE,Greece,Summer,Male,Water Polo,0,0,0,0,5
/olympics/athletes/af/khristos-afroudakis-1.html,"Afroudakis,Khristos",GRE,Greece,Summer,Male,Water Polo,0,0,0,0,4
/olympics/athletes/ag/luca-agamennoni-1.html,"Agamennoni,Luca",ITA,Italy,Summer,Male,Rowing,0,1,1,2,4
/olympics/athletes/ag/renzo-agresta-1.html,"Agresta,Renzo",BRA,Brazil,Summer,Male,Fencing,0,0,0,0,4
/olympics/athletes/ah/christian-ahlmann-1.html,"Ahlmann,Christian",GER,Germany,Summer,Male,Equestrianism,0,0,2,2,4
/olympics/athletes/ah/janne-ahonen-1.html,"Ahonen,Janne",FIN,Finland,Winter,Male,Ski Jumping,0,2,0,2,6
/olympics/athletes/ah/juha-ahokas-1.html,"Ahokas,Juha",FIN,Finland,Summer,Male,Wrestling,0,0,0,0,4
/olympics/athletes/ai/artur-aivazian-1.html,"Aivazian,Artur",UKR,Ukraine,Summer,Male,Shooting,1,0,0,1,4
/olympics/athletes/ai/ben-ainslie-1.html,"Ainslie,Ben",GBR,Great Britain,Summer,Male,Sailing,4,1,0,5,5
/olympics/athletes/ai/magdalena-aicega-1.html,"Aicega,Magdalena",ARG,Argentina,Summer,Female,Hockey,0,1,2,3,4
/olympics/athletes/ai/souad-ait-salem-1.html,"AA t Salem,Souad",ALG,Algeria,Summer,Female,Athletics,0,0,0,0,4
/olympics/athletes/ak/giorgos-akhilleos-1.html,"Akhilleos,Giorgos",CYP,Cyprus,Summer,Male,Shooting,0,0,0,0,4
/olympics/athletes/al/abdullah-al-rashidi-1.html,"Al-Rashidi,Abdullah",KUW,Kuwait,Summer,Male,Shooting,0,0,0,0,5
/olympics/athletes/al/alberto-alberani-samaritani-1.html,"Alberani Samaritani,Alberto",ITA,Italy,Summer,Male,Water Polo,0,1,0,1,4
/olympics/athletes/al/aleksey-alipov-1.html,"Alipov,Aleksey",RUS,Russia,Summer,Male,Shooting,1,0,1,2,5
/olympics/athletes/al/alexandra-1.html,Alexandra,BRA,Brazil,Summer,Female,Handball,0,0,0,0,4
/olympics/athletes/al/algodao-1.html,AlgodAo,BRA,Brazil,Summer,Male,Basketball,0,0,2,2,4
/olympics/athletes/al/alister-allan-1.html,"Allan,Alister",GBR,Great Britain,Summer,Male,Shooting,0,1,1,2,5
/olympics/athletes/al/brigitte-albrecht-loretan-1.html,"Albrecht-Loretan,Brigitte",SUI,Switzerland,Winter,Female,Cross Country Skiing,0,0,1,1,4
/olympics/athletes/al/chemmy-alcott-1.html,"Alcott,Chemmy",GBR,Great Britain,Winter,Female,Alpine Skiing,0,0,0,0,4
/olympics/athletes/al/daniel-alfredsson-1.html,"Alfredsson,Daniel",SWE,Sweden,Winter,Male,Ice Hockey,1,1,0,2,5
/olympics/athletes/al/david-alegre-1.html,"Alegre,David",ESP,Spain,Summer,Male,Hockey,0,1,0,1,4
/olympics/athletes/al/fehaid-al-deehani-1.html,"Al-Deehani,Fehaid",KUW,Kuwait,Summer,Male,Shooting,0,0,2,2,5
/olympics/athletes/al/kaio-almeida-1.html,"Almeida,Kaio",BRA,Brazil,Summer,Male,Swimming,0,0,0,0,4
/olympics/athletes/al/kenneth-albury-1.html,"Albury,Kenneth",BAH,Bahamas,Summer,Male,Sailing,0,0,0,0,4
/olympics/athletes/al/konstantin-aleksandrov-2.html,"Aleksandrov,Konstantin",URS,Soviet Union,Summer,Male,Sailing,0,0,0,0,4
/olympics/athletes/al/linda-algotsson-1.html,"Algotsson,Linda",SWE,Sweden,Summer,Female,Equestrianism,0,0,0,0,5
/olympics/athletes/al/luis-alvarez-1.html,"Alvarez,Luis",ESP,Spain,Summer,Male,Equestrianism,0,0,0,0,6
/olympics/athletes/al/marco-albarello-1.html,"Albarello,Marco",ITA,Italy,Winter,Male,Cross Country Skiing,1,3,1,5,4
/olympics/athletes/al/maria-jose-alcala-1.html,"AlcalA,MarAa JosA",MEX,Mexico,Summer,Female,Diving,0,0,0,0,4
/olympics/athletes/al/nasser-al-attiya-1.html,"Al-Attiya,Nasser",QAT,Qatar,Summer,Male,Shooting,0,0,1,1,6
/olympics/athletes/al/ramzy-al-duhami-1.html,"Al-Duhami,Ramzy",KSA,Saudi Arabia,Summer,Male,Equestrianism,0,0,1,1,5
/olympics/athletes/al/sayed-al-mutairi-1.html,"Al-Mutairi,Sayed",KSA,Saudi Arabia,Summer,Male,Shooting,0,0,0,0,4
/olympics/athletes/al/sheikh-saeed-al-maktoum-1.html,"Al-Maktoum,Sheikh Saeed",UAE,United Arab Emirates,Summer,Male,Shooting,0,0,0,0,5
/olympics/athletes/al/sultan-al-otaibi-1.html,"Al-Otaibi,Sultan",KUW,Kuwait,Summer,Male,Swimming,0,0,0,0,4
/olympics/athletes/al/therese-alshammar-1.html,"Alshammar,TherA se",SWE,Sweden,Summer,Female,Swimming,0,2,1,3,6
/olympics/athletes/al/virgilijus-alekna-1.html,"Alekna,Virgilijus",LTU,Lithuania,Summer,Male,Athletics,2,0,1,3,5
/olympics/athletes/am/amauri-1.html,Amauri,BRA,Brazil,Summer,Male,Volleyball,1,1,0,2,4
/olympics/athletes/am/christine-amertil-1.html,"Amertil,Christine",BAH,Bahamas,Summer,Female,Athletics,0,0,0,0,5
/olympics/athletes/am/francesco-amici-1.html,"Amici,Francesco",SMR,San Marino,Summer,Male,Shooting,0,0,0,0,4
/olympics/athletes/am/jean-pierre-amat-1.html,"Amat,Jean-Pierre",FRA,France,Summer,Male,Shooting,1,0,1,2,5
/olympics/athletes/am/juan-amat-1.html,"Amat,Juan",ESP,Spain,Summer,Male,Hockey,0,1,0,1,4
/olympics/athletes/am/pol-amat-1.html,"Amat,Pol",ESP,Spain,Summer,Male,Hockey,0,2,0,2,5
/olympics/athletes/am/simon-ammann-1.html,"Ammann,Simon",SUI,Switzerland,Winter,Male,Ski Jumping,4,0,0,4,5
/olympics/athletes/an/abel-anton-1.html,"AntA3n,Abel",ESP,Spain,Summer,Male,Athletics,0,0,0,0,4
/olympics/athletes/an/agneta-andersson-1.html,"Andersson,Agneta",SWE,Sweden,Summer,Female,Canoeing,3,2,2,7,5
/olympics/athletes/an/alberto-angelini-1.html,"Angelini,Alberto",ITA,Italy,Summer,Male,Water Polo,0,0,1,1,4
/olympics/athletes/an/andreia-1.html,AndrAia,BRA,Brazil,Summer,Female,Football,0,2,0,2,4
/olympics/athletes/an/bertil-antonsson-1.html,"Antonsson,Bertil",SWE,Sweden,Summer,Male,Wrestling,0,2,0,2,4
/olympics/athletes/an/carmelo-anthony-1.html,"Anthony,Carmelo",USA,United States,Summer,Male,Basketball,3,0,1,4,4
/olympics/athletes/an/david-andersen-1.html,"Andersen,David",AUS,Australia,Summer,Male,Basketball,0,0,0,0,4
/olympics/athletes/an/gary-anderson-1.html,"Anderson,Gary",NZL,New Zealand,Summer,Male,Cycling,0,0,1,1,4
/olympics/athletes/an/geo-andre-1.html,"AndrA,GAo",FRA,France,Summer,Male,Athletics,0,1,1,2,4
/olympics/athletes/an/grete-andersen-waitz-1.html,"Andersen-Waitz,Grete",NOR,Norway,Summer,Female,Athletics,0,1,0,1,4
/olympics/athletes/an/gunilla-andersson-2.html,"Andersson,Gunilla",SWE,Sweden,Winter,Female,Ice Hockey,0,1,1,2,4
/olympics/athletes/an/gunn-margit-andreassen-1.html,"Andreassen,Gunn Margit",NOR,Norway,Winter,Female,Biathlon,0,1,1,2,4
/olympics/athletes/an/jasey-jay-anderson-1.html,"Anderson,Jasey-Jay",CAN,Canada,Winter,Male,Snowboarding,1,0,0,1,5
/olympics/athletes/an/katie-anderson-1.html,"Anderson,Katie",CAN,Canada,Summer,Female,Athletics,0,0,0,0,4
/olympics/athletes/an/leif-andersson-3.html,"Andersson,Leif",SWE,Sweden,Winter,Male,Biathlon,0,0,1,1,4
/olympics/athletes/an/mike-anti-1.html,"Anti,Mike",USA,United States,Summer,Male,Shooting,0,1,0,1,4
/olympics/athletes/an/olena-antonova-1.html,"Antonova,Olena",UKR,Ukraine,Summer,Female,Athletics,0,0,1,1,4
/olympics/athletes/an/paul-anspach-1.html,"Anspach,Paul",BEL,Belgium,Summer,Male,Fencing,2,2,1,5,4
/olympics/athletes/an/robert-andersson-2.html,"Andersson,Robert",SWE,Sweden,Summer,Male,None,0,1,2,3,4
/olympics/athletes/an/tobias-angerer-1.html,"Angerer,Tobias",GER,Germany,Winter,Male,Cross Country Skiing,0,2,2,4,4
/olympics/athletes/an/vida-anim-1.html,"Anim,Vida",GHA,Ghana,Summer,Female,Athletics,0,0,0,0,4
/olympics/athletes/an/zsolt-antal-1.html,"Antal,Zsolt",ROU,Romania,Winter,Male,Cross Country Skiing,0,0,0,0,4
/olympics/athletes/ao/toru-aoyanagi-1.html,"Aoyanagi,Toru",JPN,Japan,Winter,Male,Speed Skating,0,0,0,0,4
/olympics/athletes/ap/esref-apak-1.html,"Apak,EAref",TUR,Turkey,Summer,Male,Athletics,0,0,1,1,4
/olympics/athletes/ap/ioan-apostol-1.html,"Apostol,Ioan",ROU,Romania,Winter,Male,Luge,0,0,0,0,4
/olympics/athletes/ar/alessandro-argenton-1.html,"Argenton,Alessandro",ITA,Italy,Summer,Male,Equestrianism,1,1,0,2,5
/olympics/athletes/ar/jaime-arbos-1.html,"ArbA3s,Jaime",ESP,Spain,Summer,Male,Hockey,0,1,0,1,4
/olympics/athletes/ar/juan-arbos-1.html,"ArbA3s,Juan",ESP,Spain,Summer,Male,Hockey,0,1,0,1,4
/olympics/athletes/ar/judith-arndt-1.html,"Arndt,Judith",GER,Germany,Summer,Female,Cycling,0,2,1,3,5
/olympics/athletes/ar/kristin-armstrong-1.html,"Armstrong,Kristin",USA,United States,Summer,Female,Cycling,3,0,0,3,4
/olympics/athletes/ar/yevgeniya-artamonova-estes-1.html,"Artamonova-Estes,Yevgeniya",RUS,Russia,Summer,Female,Volleyball,0,2,0,2,5
/olympics/athletes/as/evelyn-ashford-1.html,"Ashford,Evelyn",USA,United States,Summer,Female,Athletics,4,1,0,5,4
/olympics/athletes/as/irad-asumova-1.html,"AAumova,AradE",AZE,Azerbaijan,Summer,Female,Shooting,0,0,1,1,4
/olympics/athletes/as/luis-astolfi-1.html,"Astolfi,Luis",ESP,Spain,Summer,Male,Equestrianism,0,0,0,0,4
/olympics/athletes/as/nobuharu-asahara-1.html,"Asahara,Nobuharu",JPN,Japan,Summer,Male,Athletics,0,0,1,1,4
/olympics/athletes/at/alia-atkinson-1.html,"Atkinson,Alia",JAM,Jamaica,Summer,Female,Swimming,0,0,0,0,4
/olympics/athletes/at/manzoor-hussain-atif-1.html,"Atif,Manzoor Hussain",PAK,Pakistan,Summer,Male,Hockey,1,2,0,3,4
/olympics/athletes/au/susan-auch-1.html,"Auch,Susan",CAN,Canada,Winter,Female,Speed Skating,0,2,0,2,4
/olympics/athletes/av/nazmi-avluca-1.html,"Avluca,Nazmi",TUR,Turkey,Summer,Male,Wrestling,0,0,1,1,4
/olympics/athletes/ax/albie-axelrod-1.html,"Axelrod,Albie",USA,United States,Summer,Male,Fencing,0,0,1,1,5
/olympics/athletes/ay/kelime-aydin-cetinkaya-1.html,"AydAn-Aetinkaya,Kelime",TUR,Turkey,Winter,Female,Cross Country Skiing,0,0,0,0,4
/olympics/athletes/ay/lucha-aymar-1.html,"Aymar,Lucha",ARG,Argentina,Summer,Female,Hockey,0,2,2,4,4
/olympics/athletes/az/jaime-azcarraga-1.html,"AzcArraga,Jaime",MEX,Mexico,Summer,Male,Equestrianism,0,0,0,0,4
/olympics/athletes/az/tony-azevedo-1.html,"Azevedo,Tony",USA,United States,Summer,Male,Water Polo,0,1,0,1,5
/olympics/athletes/ba/ann-battelle-1.html,"Battelle,Ann",USA,United States,Winter,Female,Freestyle Skiing,0,0,0,0,4
/olympics/athletes/ba/baek-won-cheol-1.html,"Baek,Won-Cheol",KOR,South Korea,Summer,Male,Handball,0,0,0,0,4
/olympics/athletes/ba/bat-ochiryn-ser-od-1.html,"Bat-Ochiryn,Ser-Od",MGL,Mongolia,Summer,Male,Athletics,0,0,0,0,4
/olympics/athletes/ba/bruce-baumgartner-1.html,"Baumgartner,Bruce",USA,United States,Summer,Male,Wrestling,2,1,1,4,4
/olympics/athletes/ba/csilla-batorfi-1.html,"BAtorfi,Csilla",HUN,Hungary,Summer,Female,Table Tennis,0,0,0,0,5
/olympics/athletes/ba/daniel-bailey-1.html,"Bailey,Daniel",ANT,Antigua and Barbuda,Summer,Male,Athletics,0,0,0,0,4
/olympics/athletes/ba/daniel-ballart-1.html,"Ballart,Daniel",ESP,Spain,Summer,Male,Water Polo,1,1,0,2,4
/olympics/athletes/ba/david-barrufet-1.html,"Barrufet,David",ESP,Spain,Summer,Male,Handball,0,0,2,2,4
/olympics/athletes/ba/edgar-bacon-1.html,"Bacon,Edgar",GBR,Great Britain,Summer,Male,Wrestling,0,0,0,0,4
/olympics/athletes/ba/egidijus-balciunas-1.html,"BalAiAnas,Egidijus",LTU,Lithuania,Summer,Male,Canoeing,0,0,0,0,4
/olympics/athletes/ba/fernando-baez-1.html,"BAez,Fernando",PUR,Puerto Rico,Summer,Male,Weightlifting,0,0,0,0,4
/olympics/athletes/ba/franck-badiou-1.html,"Badiou,Franck",FRA,France,Summer,Male,Shooting,0,1,0,1,4
/olympics/athletes/ba/georgina-bardach-1.html,"Bardach,Georgina",ARG,Argentina,Summer,Female,Swimming,0,0,1,1,4
/olympics/athletes/ba/harald-barlie-1.html,"Barlie,Harald",NOR,Norway,Summer,Male,Wrestling,0,0,0,0,4
/olympics/athletes/ba/ivan-batory-1.html,"BAtory,Ivan",SVK,Slovakia,Winter,Male,Cross Country Skiing,0,0,0,0,5
/olympics/athletes/ba/jaroslav-baba-1.html,"BAba,Jaroslav",CZE,Czech Republic,Summer,Male,Athletics,0,0,1,1,4
/olympics/athletes/ba/jean-marie-banos-1.html,"Banos,Jean-Marie",CAN,Canada,Summer,Male,Fencing,0,0,0,0,4
/olympics/athletes/ba/jean-paul-banos-1.html,"Banos,Jean-Paul",CAN,Canada,Summer,Male,Fencing,0,0,0,0,4
/olympics/athletes/ba/jesper-bank-1.html,"Bank,Jesper",DEN,Denmark,Summer,Male,Sailing,2,0,1,3,4
/olympics/athletes/ba/jose-luiz-barbosa-1.html,"Barbosa,JosA LuAz",BRA,Brazil,Summer,Male,Athletics,0,0,0,0,4
/olympics/athletes/ba/kamal-bahamdan-1.html,"Bahamdan,Kamal",KSA,Saudi Arabia,Summer,Male,Equestrianism,0,0,1,1,5
/olympics/athletes/ba/kelly-ann-baptiste-1.html,"Baptiste,Kelly-Ann",TTO,Trinidad and Tobago,Summer,Female,Athletics,0,0,0,0,4
/olympics/athletes/ba/lloy-ball-1.html,"Ball,Lloy",USA,United States,Summer,Male,Volleyball,1,0,0,1,4
/olympics/athletes/ba/lukas-bauer-1.html,"Bauer,LukAA",CZE,Czech Republic,Winter,Male,Cross Country Skiing,0,1,2,3,5
/olympics/athletes/ba/malin-baryard-johnsson-1.html,"Baryard-Johnsson,Malin",SWE,Sweden,Summer,Female,Equestrianism,0,1,0,1,4
/olympics/athletes/ba/manuel-barroso-1.html,"Barroso,Manuel",POR,Portugal,Summer,Male,Modern Pentathlon,0,0,0,0,4
/olympics/athletes/ba/martin-bajcicak-1.html,"BajAiAAk,Martin",SVK,Slovakia,Winter,Male,Cross Country Skiing,0,0,0,0,5
/olympics/athletes/ba/mohamed-bakir-el-nakib-1.html,"Bakir El-Nakib,Mohamed",EGY,Egypt,Summer,Male,Handball,0,0,0,0,4
/olympics/athletes/ba/nora-barta-1.html,"Barta,NA3ra",HUN,Hungary,Summer,Female,Diving,0,0,0,0,4
/olympics/athletes/ba/oleksiy-barkalov-1.html,"Barkalov,Oleksiy",URS,Soviet Union,Summer,Male,Water Polo,2,1,0,3,4
/olympics/athletes/ba/ondrej-bank-1.html,"Bank,OndAej",CZE,Czech Republic,Winter,Male,Alpine Skiing,0,0,0,0,4
/olympics/athletes/ba/orlando-baccino-1.html,"Baccino,Orlando",ARG,Argentina,Summer,Male,Judo,0,0,0,0,4
/olympics/athletes/ba/otilia-badescu-1.html,"BAdescu,Otilia",ROU,Romania,Summer,Female,Table Tennis,0,0,0,0,4
/olympics/athletes/ba/pawel-baraszkiewicz-1.html,"Baraszkiewicz,PaweA",POL,Poland,Summer,Male,Canoeing,0,1,0,1,4
/olympics/athletes/ba/ryan-bailey-1.html,"Bailey,Ryan",USA,United States,Summer,Male,Water Polo,0,1,0,1,4
/olympics/athletes/ba/samir-barac-1.html,"BaraA,Samir",CRO,Croatia,Summer,Male,Water Polo,1,0,0,1,4
/olympics/athletes/ba/serafim-barzakov-1.html,"Barzakov,Serafim",BUL,Bulgaria,Summer,Male,Wrestling,0,1,0,1,4
/olympics/athletes/ba/simon-baker-1.html,"Baker,Simon",AUS,Australia,Summer,Male,Athletics,0,0,0,0,4
/olympics/athletes/ba/slavcho-batinkov-1.html,"Batinkov,Slavcho",BUL,Bulgaria,Winter,Male,Cross Country Skiing,0,0,0,0,4
/olympics/athletes/ba/sorin-babii-1.html,"Babii,Sorin",ROU,Romania,Summer,Male,Shooting,1,0,1,2,6
/olympics/athletes/ba/stefano-baldini-1.html,"Baldini,Stefano",ITA,Italy,Summer,Male,Athletics,1,0,0,1,4
/olympics/athletes/ba/stephane-barin-1.html,"Barin,StAphane",FRA,France,Winter,Male,Ice Hockey,0,0,0,0,4
/olympics/athletes/ba/steve-backley-1.html,"Backley,Steve",GBR,Great Britain,Summer,Male,Athletics,0,2,1,3,4
/olympics/athletes/ba/tineke-bartels-de-vries-1.html,"Bartels-de Vries,Tineke",NED,Netherlands,Summer,Female,Equestrianism,0,2,0,2,4
/olympics/athletes/ba/umurbek-bazarbayew-1.html,"BazarbaA12ew,AmA14rbek",TKM,Turkmenistan,Summer,Male,Weightlifting,0,0,0,0,4
/olympics/athletes/ba/waldemar-baszanowski-1.html,"Baszanowski,Waldemar",POL,Poland,Summer,Male,Weightlifting,2,0,0,2,4
/olympics/athletes/ba/yayuk-basuki-1.html,"Basuki,Yayuk",INA,Indonesia,Summer,Female,Tennis,0,0,0,0,4
/olympics/athletes/be/alejandra-benitez-1.html,"BenAtez,Alejandra",VEN,Venezuela,Summer,Female,Fencing,0,0,0,0,4
/olympics/athletes/be/amanda-beard-1.html,"Beard,Amanda",USA,United States,Summer,Female,Swimming,2,4,1,7,4
/olympics/athletes/be/andrea-benelli-1.html,"Benelli,Andrea",ITA,Italy,Summer,Male,Shooting,1,0,1,2,6
/olympics/athletes/be/brigitte-becue-1.html,"Becue,Brigitte",BEL,Belgium,Summer,Female,Swimming,0,0,0,0,4
/olympics/athletes/be/carl-johan-bergman-1.html,"Bergman,Carl Johan",SWE,Sweden,Winter,Male,Biathlon,0,0,0,0,4
/olympics/athletes/be/christoph-bergmann-1.html,"Bergmann,Christoph",BRA,Brazil,Summer,Male,Sailing,0,0,0,0,4
/olympics/athletes/be/colin-beashel-1.html,"Beashel,Colin",AUS,Australia,Summer,Male,Sailing,0,0,1,1,6
/olympics/athletes/be/david-bedard-1.html,"BAdard,David",CAN,Canada,Summer,Male,Diving,0,0,0,0,4
/olympics/athletes/be/doina-besliu-melinte-1.html,"BeEliu-Melinte,Doina",ROU,Romania,Summer,Female,Athletics,1,1,0,2,4
/olympics/athletes/be/duarte-manuel-bello-1.html,"Bello,Duarte Manuel",POR,Portugal,Summer,Male,Sailing,0,1,0,1,5
/olympics/athletes/be/elena-belci-1.html,"Belci,Elena",ITA,Italy,Winter,Female,Speed Skating,0,0,0,0,4
/olympics/athletes/be/eric-bergoust-1.html,"Bergoust,Eric",USA,United States,Winter,Male,Freestyle Skiing,1,0,0,1,4
/olympics/athletes/be/fabio-bencivenga-1.html,"Bencivenga,Fabio",ITA,Italy,Summer,Male,Water Polo,0,0,1,1,4
/olympics/athletes/be/fernando-bello-2.html,"Bello,Fernando",POR,Portugal,Summer,Male,Sailing,0,1,0,1,4
/olympics/athletes/be/franz-berger-2.html,"Berger,Franz",AUT,Austria,Summer,Male,Wrestling,0,0,0,0,4
/olympics/athletes/be/gilbert-bessi-1.html,"Bessi,Gilbert",MON,Monaco,Winter,Male,Bobsleigh,0,0,0,0,4
/olympics/athletes/be/graham-bell-1.html,"Bell,Graham",GBR,Great Britain,Winter,Male,Alpine Skiing,0,0,0,0,5
/olympics/athletes/be/greg-benko-1.html,"Benko,Greg",AUS,Australia,Summer,Male,Fencing,0,0,0,0,4
/olympics/athletes/be/jack-beresford-1.html,"Beresford,Jack",GBR,Great Britain,Summer,Male,Rowing,3,2,0,5,5
/olympics/athletes/be/jose-alfredo-bea-1.html,"Bea,JosA Alfredo",ESP,Spain,Summer,Male,Canoeing,0,0,0,0,4
/olympics/athletes/be/jose-manuel-bermudez-1.html,"BermAodez,JosA Manuel",ESP,Spain,Summer,Male,Rowing,0,0,0,0,4
/olympics/athletes/be/laura-berg-1.html,"Berg,Laura",USA,United States,Summer,Female,Softball,3,1,0,4,4
/olympics/athletes/be/ludger-beerbaum-1.html,"Beerbaum,Ludger",GER,Germany,Summer,Male,Equestrianism,3,0,1,4,6
/olympics/athletes/be/martin-bell-1.html,"Bell,Martin",GBR,Great Britain,Winter,Male,Alpine Skiing,0,0,0,0,4
/olympics/athletes/be/ole-berntsen-1.html,"Berntsen,Ole",DEN,Denmark,Summer,Male,Sailing,1,1,1,3,4
/olympics/athletes/be/rolf-goran-bengtsson-1.html,"Bengtsson,Rolf-GAran",SWE,Sweden,Summer,Male,Equestrianism,0,2,0,2,5
/olympics/athletes/be/ruth-beitia-1.html,"BeitAa,Ruth",ESP,Spain,Summer,Female,Athletics,1,0,0,1,4
/olympics/athletes/be/sergey-belov-1.html,"Belov,Sergey",URS,Soviet Union,Summer,Male,Basketball,1,0,3,4,4
/olympics/athletes/be/sofia-bekatorou-1.html,"Bekatorou,Sofia",GRE,Greece,Summer,Female,Sailing,1,0,1,2,4
/olympics/athletes/be/sona-bernardova-1.html,"BernardovA,SoAa",CZE,Czech Republic,Summer,Female,Synchronized Swimming,0,0,0,0,5
/olympics/athletes/be/stefania-belmondo-1.html,"Belmondo,Stefania",ITA,Italy,Winter,Female,Cross Country Skiing,2,3,5,10,5
/olympics/athletes/be/tibor-benedek-1.html,"Benedek,Tibor",HUN,Hungary,Summer,Male,Water Polo,3,0,0,3,5
/olympics/athletes/be/tim-berrett-1.html,"Berrett,Tim",CAN,Canada,Summer,Male,Athletics,0,0,0,0,5
/olympics/athletes/be/toni-bernado-1.html,"BernadA3,Toni",AND,Andorra,Summer,Male,Athletics,0,0,0,0,5
/olympics/athletes/be/william-berntsen-1.html,"Berntsen,William",DEN,Denmark,Summer,Male,Sailing,0,1,1,2,5
/olympics/athletes/bh/birabongse-prince-bhanubandh-1.html,"Bhanubandh,Birabongse, Prince",THA,Thailand,Summer,Male,Sailing,0,0,0,0,4
/olympics/athletes/bh/mahesh-bhupathi-1.html,"Bhupathi,Mahesh",IND,India,Summer,Male,Tennis,0,0,0,0,5
/olympics/athletes/bi/abhinav-bindra-1.html,"Bindra,Abhinav",IND,India,Summer,Male,Shooting,1,0,0,1,5
/olympics/athletes/bi/bimba-1.html,Bimba,BRA,Brazil,Summer,Male,Sailing,0,0,0,0,5
/olympics/athletes/bi/cecilia-biagioli-1.html,"Biagioli,Cecilia",ARG,Argentina,Summer,Female,Swimming,0,0,0,0,4
/olympics/athletes/bi/christoph-bieler-1.html,"Bieler,Christoph",AUT,Austria,Winter,Male,Nordic Combined,1,0,2,3,5
/olympics/athletes/bi/dariusz-bialkowski-1.html,"BiaAkowski,Dariusz",POL,Poland,Summer,Male,Canoeing,0,0,2,2,4
/olympics/athletes/bi/jim-bickford-jr-1.html,"Bickford, Jr.,Jim",USA,United States,Winter,Male,Bobsleigh,0,0,1,1,4
/olympics/athletes/bi/karsten-bindrich-1.html,"Bindrich,Karsten",GER,Germany,Summer,Male,Shooting,0,0,0,0,4
/olympics/athletes/bi/khrysa-biskitzi-1.html,"Biskitzi,Khrysa",GRE,Greece,Summer,Female,Rowing,0,0,0,0,4
/olympics/athletes/bi/peter-biros-1.html,"Biros,PAter",HUN,Hungary,Summer,Male,Water Polo,3,0,0,3,4
/olympics/athletes/bi/sue-bird-1.html,"Bird,Sue",USA,United States,Summer,Female,Basketball,4,0,0,4,4
/olympics/athletes/bi/wilfried-bingangoye-1.html,"Bingangoye,Wilfried",GAB,Gabon,Summer,Male,Athletics,0,0,0,0,4
/olympics/athletes/bi/yuliya-bichik-1.html,"Bichik,Yuliya",BLR,Belarus,Summer,Female,Rowing,0,0,2,2,4
/olympics/athletes/bj/goran-bjerendal-1.html,"Bjerendal,GAran",SWE,Sweden,Summer,Male,Archery,0,0,0,0,4
/olympics/athletes/bj/kristinn-bjornsson-1.html,"BjArnsson,Kristinn",ISL,Iceland,Winter,Male,Alpine Skiing,0,0,0,0,4
/olympics/athletes/bj/marit-bjorgen-1.html,"BjA rgen,Marit",NOR,Norway,Winter,Female,Cross Country Skiing,6,3,1,10,4
/olympics/athletes/bj/ole-einar-bjorndalen-1.html,"BjA rndalen,Ole Einar",NOR,Norway,Winter,Male,Biathlon,4,4,1,9,5
/olympics/athletes/bl/bonnie-blair-1.html,"Blair,Bonnie",USA,United States,Winter,Female,Speed Skating,5,0,1,6,4
